time,AUV1_x,AUV1_y,AUV1_z,AUV2_x,AUV2_y,AUV2_z,AUV3_x,AUV3_y,AUV3_z,AUV4_x,AUV4_y,AUV4_z,AUV5_x,AUV5_y,AUV5_z,AUV6_x,AUV6_y,AUV6_z,AUV7_x,AUV7_y,AUV7_z,AUV8_x,AUV8_y,AUV8_z,AUV9_x,AUV9_y,AUV9_z
0.0,-50.0,50.0,-1.0,50.0,50.0,-1.0,-50.0,-50.0,-1.0,-50.0,20.0,-1.0,50.0,20.0,-1.0,50.0,-50.0,-1.0,-16.0,30.0,0.0,17.0,25.0,0.0,33.5,-14.5,0.0
0.1,-50.01228685357237,50.004936542830116,-0.9950633506832358,50.012328088866234,50.00496685207169,-0.995033436956779,-49.987622037270164,-50.00493310660236,-0.9950334060769737,-50.012374199439826,20.004945989304908,-1.0049488332014431,50.012375427664544,20.004956879617275,-1.0049494239471104,49.98762702484842,-50.00002591668826,-1.004946161642693,-16.012372553417833,30.00019865330789,-0.0049473513569633825,17.00007265013149,25.00049786679983,-0.004948430257414785,33.49930198427204,-14.495048550214191,-0.0049482003961927815
0.2,-50.044784800680155,50.019694389013836,-0.9803037760866375,50.04948130404229,50.02014883372413,-0.9798523102742501,-49.95027775204424,-50.01551639884328,-0.9798520585446417,-50.04218597941327,20.01980721549767,-1.0199325950636058,50.04660956912874,20.019994483984433,-1.0198572255260776,49.950263709519206,-50.00120078658004,-1.0199124604275855,-16.049738500463956,30.002138812219492,-0.01991429539968604,17.000100350895135,25.004677985220493,-0.019896870279975283,33.49215681702904,-14.480106257218841,-0.01989123743010447
0.3,-50.07312736486003,50.044221853880025,-0.9566245195806347,50.110850180392646,50.04609413575341,-0.9550598452531949,-49.88826751959874,-50.016824219219615,-0.9551328325229926,-50.05838699338166,20.044603333161405,-1.0355856344913943,50.06932732683497,20.045105255616306,-1.0353559460852597,49.88802981426676,-50.005155196059974,-1.0451696073008259,-16.11204337038339,30.008015187659417,-0.04506243446228711,16.99633385579001,25.01521891710311,-0.04484997270820866,33.473430588740165,-14.455221430493488,-0.044851595446183425
0.4,-50.07914265644104,50.079041133086015,-0.9364431644632735,50.18682625721917,50.08340389338826,-0.9335693415703186,-49.803027387065946,-50.00648318693746,-0.9336418210547252,-50.06847145985125,20.07934988029574,-1.0415999910025353,50.079491252270564,20.079236205306863,-1.0466009422593314,49.80790463121443,-50.010547881127444,-1.0811455859739534,-16.197839275604494,30.019437462176864,-0.08084931672093995,16.97834587386517,25.03300008642515,-0.07990824790053047,33.44064472181917,-14.42052997009745,-0.0800078523761625
0.5,-50.06131933165866,50.12500120301657,-0.9250789011590004,50.262510727714805,50.132248881768675,-0.9205029852463882,-49.71100891720508,-49.98410541151575,-0.9200961362839007,-50.071379901558444,20.124242344564745,-1.0486735050349534,50.09427323929563,20.120335478218653,-1.0661445819214677,49.74564561573117,-50.012833642048506,-1.1182349395329545,-16.276285600306814,30.03764048208698,-0.12741845121431494,16.94366443646755,25.0580383866835,-0.1238874708462937,33.39359569481748,-14.376302873226509,-0.12574679621081467
0.6,-50.022401969843074,50.1831045244903,-0.9217034398123936,50.335890608323396,50.19292620827857,-0.9157791158363573,-49.62361957930758,-49.94971494350119,-0.9147747931266302,-50.05837190014296,20.18005364832149,-1.0648192934570486,50.124134364602305,20.17215450258407,-1.0924086801111639,49.708429095940474,-50.00799781274634,-1.1456576341353135,-16.339807035419277,30.063649340027144,-0.18463649149823447,16.90767247503217,25.090301515081535,-0.17726169964844796,33.34212032413579,-14.322726454859845,-0.18232828019856395
0.7000000000000001,-49.97086533613131,50.253923880958126,-0.9263395265438813,50.410809617721135,50.266212384050704,-0.9193345828210139,-49.5386949789067,-49.90279170042139,-0.9179302724725135,-50.02592950799211,20.247777251616228,-1.089267578941223,50.167805431096546,20.235558434000865,-1.1172164745357935,49.695793644115604,-49.99395203288864,-1.1658973395685615,-16.393610667751826,30.09847421450822,-0.252483662294113,16.88589934900986,25.131056744043274,-0.2406138456025784,33.30336560821151,-14.259374817563518,-0.24923065928252783
0.8,-49.91114859514448,50.33812795482279,-0.9391932222254095,50.4901208184959,50.35318835521372,-0.9310664220949663,-49.45209665181659,-49.84232283116821,-0.9295185824321972,-49.978184711399464,20.327516815430215,-1.1194783198119433,50.224157002472865,20.311263224738724,-1.1425038370983733,49.707536760869516,-49.96956263168014,-1.1853145793746769,-16.433404620025065,30.143083015069784,-0.33034465534270185,16.878872898201006,25.181542386321986,-0.3133555841315433,33.285619655795564,-14.185358478503183,-0.3250384405823171
0.9,-49.84375110580289,50.43687199392386,-0.9603255863481072,50.573645166919455,50.4548726462736,-0.9511422980556283,-49.36229124316766,-49.76720556734752,-0.9496222698977214,-49.91928208164937,20.419346094908445,-1.152392913432722,50.29375415642182,20.39825768055131,-1.1720458743116295,49.74327865589313,-49.93368532824962,-1.206850899100558,-16.455277546856944,30.19827588176282,-0.41698545828164874,16.88600103593747,25.242606973617043,-0.3948867512518585,33.28981179008382,-14.099687587551006,-0.4049529008489451
