time,AUV1_ESO_Reference,AUV1_ESO_Estimation,AUV2_ESO_Reference,AUV2_ESO_Estimation,AUV3_ESO_Reference,AUV3_ESO_Estimation,AUV4_ESO_Reference,AUV4_ESO_Estimation,AUV5_ESO_Reference,AUV5_ESO_Estimation,AUV6_ESO_Reference,AUV6_ESO_Estimation,AUV7_ESO_Reference,AUV7_ESO_Estimation,AUV8_ESO_Reference,AUV8_ESO_Estimation,AUV9_ESO_Reference,AUV9_ESO_Estimation
1.0,-0.5,-0.3967734357369274,-0.5,-0.5023558356535014,-0.5,-0.50768668418779,-1.673297700218387,-1.6061690152648074,-1.564565169398077,-1.4708784038808795,-0.931884922571482,-0.45760251207847624,-2.4273202950061132,-0.051900024093624736,-0.9524864334225328,-0.5209566553666378,-1.0008425856045728,-0.3999639978976352
1.1,-0.5,-0.42686706525128093,-0.5,-0.5015242338236591,-0.5,-0.5031224679171565,-1.851353228115452,-1.7966135406652661,-1.744640322974484,-1.6856435851962197,-0.9392071481704176,-0.5516015562552902,-2.7184777067237227,-0.36791504992027213,-1.241271987901491,-0.8113131966606494,-1.3185728969229644,-0.7502804121198463
1.2,-0.5,-0.4501512425134229,-0.5,-0.500601604630542,-0.5,-0.5003893938911986,-1.9716548123585047,-1.9436501292547126,-1.8715641467014494,-1.8400060265646263,-0.9374025108142345,-0.6325482264633122,-2.936572747988137,-0.6819250487300583,-1.4865828018828766,-1.0960365409379993,-1.5839804701030682,-1.0843588221681013
1.3,-0.5,-0.4677229546942401,-0.5,-0.4999339822261311,-0.5,-0.49909642402782134,-2.04955601605233,-2.0371517572946383,-1.9588037873960635,-1.9440369722346766,-0.9308046191121052,-0.7004728006573389,-3.0772909323424127,-0.9882369932964584,-1.6946243908054137,-1.361410776837078,-1.8028975369995324,-1.3902479198653361
1.4000000000000001,-0.5,-0.48057720880158666,-0.5,-0.4996329465484765,-0.5,-0.49885069977868035,-2.094156176937184,-2.0904680169461254,-2.0096345658771053,-2.0048624767618577,-0.9330858062847818,-0.7562469105947801,-3.157802751624459,-1.2801399233909792,-1.8739647107421298,-1.600786447837013,-1.9789780016285001,-1.6599036819847195
1.5,-0.5,-0.4896056871724075,-0.5,-0.49972219761757886,-0.5,-0.4992658383470556,-2.1116374110614347,-2.111245231930575,-2.0309689824928965,-2.030325285468414,-0.9195907537037863,-0.8013790096333393,-3.1968276249434577,-1.5519158896139165,-2.0309848875611367,-1.812805816347943,-2.1277270238885357,-1.8897126336777659
1.6,-0.5,-0.4955982653384432,-0.5,-0.4999726344127382,-0.5,-0.4997866332669445,-2.104377222682297,-2.1051232547126926,-2.0282747530245944,-2.0277256749333215,-0.8944285930359321,-0.8357036902175143,-3.2008568474412638,-1.7996013006542655,-2.1570859180367323,-1.995836317628767,-2.2459364729383076,-2.0802372681578802
1.7,-0.5,-0.4992456388441102,-0.5,-0.500217787023804,-0.5,-0.500206235629294,-2.077675004254588,-2.08080954930184,-2.0229601047024537,-2.0236447084208553,-0.8600943686611067,-0.8583690362676126,-3.1756190372657436,-2.0204945174058633,-2.254047255486152,-2.146274699161662,-2.351998196067186,-2.2349624309080327
1.8,-0.5,-0.5011381880467823,-0.5,-0.5003926093272196,-0.5,-0.5004620447479505,-2.029353812507869,-2.0365402538911783,-1.9964198091992162,-1.9995932355465533,-0.8196622233212258,-0.8678868644125428,-3.118093428034093,-2.2127021003246603,-2.3154990066402563,-2.2602173766901745,-2.4231710072264008,-2.356503724961506
1.9000000000000001,-0.5,-0.5017533378157901,-0.5,-0.5004753758429632,-0.5,-0.5005537793698922,-1.9659377757468741,-1.976313266400405,-1.9518377145045287,-1.9583621761505892,-0.776991319044699,-0.8610228232514187,-3.0335106465094968,-2.3744996298715955,-2.3452353393772087,-2.3309932316896798,-2.4556275733596835,-2.437149900150318
2.0,-0.5,-0.501448953280499,-0.5,-0.5004650776600754,-0.5,-0.5005086172297594,-1.894693247789616,-1.9068577414604897,-1.8927313895275466,-1.9021427607413854,-0.7346545631760973,-0.8438676385862608,-2.9332486601742285,-2.504533867361291,-2.349230326516247,-2.3517457530613615,-2.4477779518461036,-2.4555106888880283
2.1,-0.5,-0.5009313484256961,-0.5,-0.5004148483119982,-0.5,-0.5004323724060644,-1.82086680947264,-1.8335084406389035,-1.8263612516469843,-1.8372614393388909,-0.6945546626994414,-0.820202099714367,-2.8272199997942247,-2.602308192625288,-2.331555208425559,-2.337720407190422,-2.4082550403863516,-2.4251114056480656
2.2,-0.5,-0.5005047704589718,-0.5,-0.5003677856221357,-0.5,-0.5003710309292121,-1.7480120599552347,-1.760194172320511,-1.757963105399245,-1.769129847675228,-0.6573028377371103,-0.7922827154085561,-2.7216279205424185,-2.6681647561795394,-2.2953332027755957,-2.309856037418935,-2.3581159526653908,-2.3812970764062125
2.3000000000000003,-0.5,-0.5002594766419048,-0.5,-0.5003378538360312,-0.5,-0.500336783897908,-1.6783737863211061,-1.689536896623187,-1.690505174393282,-1.7013068402703841,-0.6221547979988146,-0.761744956888066,-2.6213318177171585,-2.702642822872208,-2.244130590445863,-2.2674508941881637,-2.298325686677793,-2.3286981291029862
2.4,-0.5,-0.5001960424598565,-0.5,-0.5003232837438902,-0.5,-0.5003261828821981,-1.6122923451362507,-1.622498359589084,-1.62461401409253,-1.6349803410806678,-0.5884615165056291,-0.7297283271703916,-2.5275180586359323,-2.7024569056751497,-2.18356218206322,-2.214087765246211,-2.2284151668893974,-2.2668274063098024
2.5,-0.5,-0.5002555752036342,-0.5,-0.5003154738732996,-0.5,-0.5003260228957374,-1.5486785423278429,-1.5582888017474323,-1.5595644162242925,-1.5697562879382156,-0.5558675866505417,-0.6969865679138734,-2.4381315444777574,-2.674808375184752,-2.1169317504416267,-2.152596967767672,-2.1540521078429697,-2.1972734362722295
2.6,-0.5,-0.5003174633899593,-0.5,-0.500308164480262,-0.5,-0.5003194328085596,-1.4867721251897579,-1.4959477084531005,-1.4949453043676209,-1.505001311332589,-0.5243247287026427,-0.6640091293137109,-2.3516108016194206,-2.6322575506112496,-2.0505465437847246,-2.0869324646905394,-2.0798829561815353,-2.123990849557819
2.7,-0.5,-0.500336181834667,-0.5,-0.5003002689337649,-0.5,-0.5003072948538997,-1.4265747732822323,-1.4352854681549871,-1.4312187432173684,-1.4409777013555005,-0.49391798101463125,-0.631126784666071,-2.2678035571703528,-2.5799526624900078,-1.987532128246646,-2.0215355462307305,-2.0102795206603314,-2.0510834720754727
2.8000000000000003,-0.5,-0.5003128996083012,-0.5,-0.5002915610035528,-0.5,-0.5002940628672435,-1.3684756979238926,-1.3766267176480476,-1.369087901692197,-1.3783805765644292,-0.4645601137419697,-0.5985808897504176,-2.187267258692043,-2.5209858782199093,-1.9293244866964694,-1.959287066623699,-1.9481932000470379,-1.9825759794300282
2.9,-0.5,-0.5002864201316041,-0.5,-0.5002831835565209,-0.5,-0.5002833452050045,-1.3126343127231954,-1.32023993428706,-1.3088705702517076,-1.3176473587625512,-0.4360922254485978,-0.5665423490367548,-2.110314958447127,-2.4574897730853595,-1.8712458731325599,-1.9014471052259263,-1.89469976877538,-1.9214739880105185
3.0,-0.5,-0.5002728383553576,-0.5,-0.5002767484014629,-0.5,-0.5002756275246598,-1.258879271007562,-1.2659902638643397,-1.2507509500181424,-1.258976927537999,-0.40840643242782637,-0.5351199261402979,-2.0366220209383705,-2.3910825657474746,-1.8032642992348127,-1.8389592359553157,-1.845803877559623,-1.8688483609498574
3.1,-0.5,-0.500271838901518,-0.5,-0.5002712180811513,-0.5,-0.5002695381911555,-1.2071307699884117,-1.2137964068373668,-1.194892459723898,-1.2025560599225416,-0.38140237881290984,-0.5043744113504217,-1.965902494428089,-2.322930256495731,-1.739274699941764,-1.7738867030399565,-1.7872778550957447,-1.8153612343016747
3.2,-0.5,-0.5002697806472935,-0.5,-0.5002649712763313,-0.5,-0.5002637823840002,-1.1572421848414813,-1.1634727988183202,-1.1412867803747582,-1.1484193403160756,-0.35501828670402624,-0.474330841212643,-1.8978252456508644,-2.25391037224337,-1.6755350020712672,-1.70969484230106,-1.7321900642182226,-1.7586159662378573
3.3000000000000003,-0.5,-0.5002625127140317,-0.5,-0.5002582091591071,-0.5,-0.5002578351814815,-1.1093186981382255,-1.115138688194244,-1.0897568707951812,-1.096419555407361,-0.3292437914440407,-0.4449915444494831,-1.8324187778225167,-2.1846924507032535,-1.6130190772525848,-1.646138115568106,-1.6796872280976034,-1.704051271462416
3.4,-0.5,-0.5002543357905167,-0.5,-0.5002519394344097,-0.5,-0.5002118416698726,-1.0630495086512923,-1.068545728622013,-1.040109770639415,-1.0463485811898399,-0.31782021820824446,-0.41656069876352186,-1.7689530830385802,-2.115786218383578,-1.5528486779582855,-1.5840704679690076,-1.6294978952729027,-1.652155554738133
3.5,-0.5,-0.5002477874376172,-0.5,-0.5002464731419514,-0.5,-0.5000918099184549,-1.0182932565771086,-1.023472382712061,-0.9924543905821127,-0.9982536992703439,-0.31926434081340593,-0.39072307740628043,-1.7074006140259483,-2.0475396948632003,-1.4954557283401428,-1.5243457465833994,-1.582410525973219,-1.602701635591756
3.6,-0.5,-0.5002426514385622,-0.5,-0.500241336415169,-0.5,-0.49997719392988244,-0.9752506505016286,-0.9800667510221196,-0.9469860587711235,-0.9522731189680244,-0.32298153740949753,-0.36931243103735933,-1.6482361308933395,-1.9802111408067433,-1.441106921578392,-1.4674445811247632,-1.5392108505144377,-1.5566415906424629
3.7,-0.5,-0.5002370276227234,-0.5,-0.5002233324566526,-0.5,-0.49991854820390386,-0.9350582003479819,-0.9388315296438675,-0.9105673506785259,-0.9126811048069506,-0.32682034789045533,-0.3529878185017135,-1.59274801369147,-1.91404745862416,-1.3901816268734626,-1.4137073200758818,-1.5009041592672925,-1.5149571932936856
3.8000000000000003,-0.5,-0.500167946024068,-0.5,-0.5001187875867873,-0.5,-0.49992587376406783,-0.9192411710126335,-0.919452349893675,-0.8965905855132734,-0.8969965059194099,-0.3308865322342307,-0.3416071650093168,-1.5650644465162717,-1.849758622294206,-1.34604525642598,-1.364409629214675,-1.4681574168279368,-1.4786140094100002
3.9,-0.5,-0.5000346964855069,-0.5,-0.49998554073518753,-0.5,-0.4999512563960479,-0.9178182231661207,-0.9178690542955189,-0.8894776349880615,-0.8897254503731219,-0.3359748011832542,-0.33474590239427326,-1.5594503755639744,-1.7900133873191226,-1.3087362186624736,-1.3224771302927933,-1.4417248305949681,-1.4485871252222917
4.0,-0.5,-0.4999222932058831,-0.5,-0.49989626211158156,-0.5,-0.4999529059506898,-0.9178774814620295,-0.9179624999184414,-0.8831309317305684,-0.8833766835014083,-0.34220778718885503,-0.33218384329297923,-1.5565819962494452,-1.7374671005814029,-1.2745164769148536,-1.2861889045805215,-1.4200892668681342,-1.4247872849351684
4.1,-0.5,-0.49987409282238937,-0.5,-0.49987776075970497,-0.5,-0.49993812836568763,-0.9174971609576426,-0.9176184150927145,-0.8779083165402987,-0.8781001178816688,-0.3486978809524872,-0.3341664590170709,-1.5514589749672754,-1.692892725473611,-1.2423369575691299,-1.2528308442463698,-1.4014602865945602,-1.405047799809192
4.2,-0.5,-0.4998872048422399,-0.5,-0.4999015944129089,-0.5,-0.49992935362423796,-0.917818295817818,-0.917928330376268,-0.8740998411737501,-0.8743013558001953,-0.3551531241483381,-0.3384556521875126,-1.5459261697402567,-1.6557616007805844,-1.2120569080012913,-1.2213845522233413,-1.383962450226549,-1.3873687475469754
4.3,-0.5,-0.49990948574442134,-0.5,-0.499917420890924,-0.5,-0.49993270601463724,-0.9174175958019187,-0.9175639718760168,-0.8691975490311522,-0.8694982245139835,-0.3615947291590351,-0.34389757502132645,-1.5385304373555893,-1.6251338085043798,-1.1820839110320123,-1.1915167469554304,-1.3657274408858462,-1.3696077897340824
4.4,-0.5,-0.4999164159618551,-0.5,-0.4999142615594566,-0.5,-0.49993701699426274,-0.9148340564988889,-0.9150534697866122,-0.8615841645608698,-0.8620717714315794,-0.3681020987208644,-0.34993110321030635,-1.5271940045846533,-1.5997816503391178,-1.150280025704967,-1.1608410102080784,-1.3446373730373975,-1.3499315251464203
4.5,-0.5,-0.4999108587268172,-0.5,-0.4999083503281702,-0.5,-0.499935224180374,-0.9094147158164521,-0.9097744467452336,-0.8508724657465245,-0.8516018411337369,-0.3747563793224543,-0.35626950934267726,-1.5108032594435632,-1.5781674534035524,-1.1154745544904465,-1.1278170166384862,-1.3186399637121835,-1.3262740062091294
4.6000000000000005,-0.5,-0.4999094353181084,-0.5,-0.4999107661641926,-0.5,-0.4999312111535288,-0.9011365530114462,-0.9016824160111654,-0.8371768860781093,-0.8381818321462993,-0.38160474162033664,-0.36278253716422504,-1.489126212936896,-1.558592418750468,-1.0769422465871088,-1.0915890735425389,-1.2865717967272676,-1.2973632133869422
4.7,-0.5,-0.4999135360585418,-0.5,-0.4999151301443408,-0.5,-0.49992845881391695,-0.8901076834693058,-0.890875252929125,-0.8205960478834758,-0.8219120504532024,-0.3886685595390139,-0.3694262083377727,-1.4622412620245695,-1.5394380321125445,-1.0340412311340828,-1.0515067341293498,-1.2493380373711265,-1.2630109446107693
4.8,-0.5,-0.49991547831222577,-0.5,-0.49991497007350577,-0.5,-0.4999267462022201,-0.8764002444293784,-0.8774229466203314,-0.8011364424953351,-0.8028012559889096,-0.39596601958754657,-0.3761993636378552,-1.4301801815885624,-1.519352799260466,-0.98624907671579,-1.0070497401279164,-1.207045043964647,-1.2239258884660968
4.9,-0.5,-0.49991333191461196,-0.5,-0.49991226750990386,-0.5,-0.4999246418946159,-0.8599994286844026,-0.8613183935530877,-0.7786556357954617,-0.78073782099106,-0.403507966939364,-0.383119473930781,-1.3929048902143601,-1.4973107151098741,-0.9332026654679816,-0.9578246010279156,-1.1592708628521198,-1.1798967203524484
5.0,-0.5,-0.49991133549222183,-0.5,-0.4999107328367366,-0.5,-0.4999220130123635,-0.8408036136636785,-0.8424535638988565,-0.7531286198512073,-0.7556327328865857,-0.41129413233661904,-0.39020927917118947,-1.3502586175214146,-1.4725700998987719,-0.8746534080679685,-0.9035205757017478,-1.105852777878768,-1.130612532503031
5.1000000000000005,-0.5,-0.4999106151952365,-0.5,-0.499910117457882,-0.5,-0.49991944864674115,-0.8190450303140719,-0.8210163472471168,-0.7249856105141715,-0.7278864116025288,-0.41931511679131367,-0.397488342735886,-1.302513425763655,-1.4446013835927047,-0.8107489280833795,-0.844042880715686,-1.0470005327155514,-1.0760602941567918
5.2,-0.5,-0.4999096836642056,-0.5,-0.4999087900112891,-0.5,-0.49991724914708136,-0.7949523700502221,-0.7972478321112603,-0.6944553181606938,-0.6977320228687174,-0.4275543707199384,-0.40496987555248304,-1.2500783355329064,-1.413064015441387,-0.7417199073601601,-0.779526110138761,-0.9828601891750913,-1.0163315633058294
5.3,-0.5,-0.49990802953700364,-0.5,-0.49990690311253405,-0.5,-0.4999153644745128,-0.7686952007694035,-0.7713066830713525,-0.6619086779571928,-0.665525034341134,-0.4359879150238237,-0.41265951590970373,-1.193222855801463,-1.3777737358198654,-0.6677919600146975,-0.7101434266081444,-0.9137917511980109,-0.9516477917553486
5.4,-0.5,-0.4999062821010025,-0.5,-0.49990511767398793,-0.5,-0.49991375185069187,-0.7404439271817044,-0.7433656196269819,-0.6275635266730709,-0.6315003070586903,-0.4445834121602997,-0.42055510862970263,-1.132230087760902,-1.3386538622205932,-0.5892465036559167,-0.636109556168236,-0.8400175427197171,-0.8822648346320822
5.5,-0.5,-0.4999048120585265,-0.5,-0.4999036277286145,-0.5,-0.4999123620826509,-0.7102945116941076,-0.7135349089458752,-0.5915794703531327,-0.5958209738088932,-0.4533452555279405,-0.42864700623616037,-1.0672544688541246,-1.2956670718686973,-0.527799438882045,-0.562150894970126,-0.7617048185760014,-0.8083724083401161
5.6000000000000005,-0.5,-0.49990357693748594,-0.5,-0.4999023341320478,-0.5,-0.4999135923190666,-0.6782337138837731,-0.6818013340040132,-0.5540910487618268,-0.5586234957771161,-0.4617279652902653,-0.4369169459053358,-0.9982376223826956,-1.2488126298653992,-0.46761775832971664,-0.499587879731411,-0.6789689192939865,-0.7300927202726397
5.7,-0.5,-0.49990252984395206,-0.5,-0.49990125608558333,-0.5,-0.4999233605855456,-0.6444095629444946,-0.6482858392449388,-0.5152053104929366,-0.520014869917545,-0.46891014460204705,-0.44524755479406714,-0.9254699946221402,-1.198176482827361,-0.40677855219740355,-0.43827085146674555,-0.592959705102605,-0.647801786871451
5.8,-0.5,-0.49990165213895443,-0.5,-0.49990034663749827,-0.5,-0.499937833886733,-0.6089908899149044,-0.6131465438743935,-0.47499307361322396,-0.48010622625345784,-0.47486256644777236,-0.4533939912949991,-0.8492987530967119,-1.1438178125504204,-0.34894222155835375,-0.37864607341492823,-0.5032757764839828,-0.5620459869640542
5.9,-0.5,-0.49990321387233183,-0.5,-0.4999063189681189,-0.5,-0.49995159230450853,-0.5715333932935738,-0.5761545796609784,-0.43258556854609465,-0.43818060012031357,-0.47976313391749525,-0.4610937347730141,-0.769383220622392,-1.0858330505699827,-0.28954523714867886,-0.32004315446126014,-0.4102346220886218,-0.4728197182820669
6.0,-0.5,-0.49991352161969,-0.5,-0.4999201177506143,-0.5,-0.49996171127216726,-0.5311925411753428,-0.5363866548512441,-0.40132850456628355,-0.4021845050471589,-0.48379098171397106,-0.46813496794487447,-0.684867421943544,-1.0242719533327747,-0.22757436879596227,-0.2600967581857414,-0.32734034278161483,-0.38127439072978303
6.1000000000000005,-0.5,-0.49992903948629425,-0.5,-0.49993628015945835,-0.5,-0.4999684667985463,-0.4887571129054116,-0.4943280119143351,-0.41582957843614526,-0.4154021889659673,-0.48709456157818587,-0.47432436930694233,-0.5968351959556799,-0.9591037711710487,-0.16307328682436872,-0.19778873810272515,-0.28911858689992154,-0.3095434307894235
6.2,-0.5,-0.4999440944283395,-0.5,-0.49994990098699704,-0.5,-0.4999735824553143,-0.44260771287612155,-0.44910227436629174,-0.44140608041744955,-0.4405721976631872,-0.48981069913792913,-0.47961445196123004,-0.5037655537944336,-0.8903347495700947,-0.0939614053167771,-0.13254950488074677,-0.26094628399221675,-0.2702079241947906
6.3,-0.5,-0.4999554115960025,-0.5,-0.49995938915903326,-0.5,-0.4999780437328048,-0.39160388977069305,-0.39916068360310486,-0.46767549602962755,-0.4669937665709629,-0.492067794461291,-0.4840626790182435,-0.4033271748718922,-0.8178280570439964,-0.01873312792016646,-0.06263569272973436,-0.23119505872370671,-0.2415054857171496
6.4,-0.5,-0.4999630557901945,-0.5,-0.49996594294758895,-0.5,-0.49998172480117864,-0.3578800542323361,-0.3586670796390042,-0.49271809357765134,-0.4911354677069252,-0.4939749609357145,-0.4877530542532,-0.3176832138799835,-0.7413241951237243,0.04080163782974755,0.0109366064664027,-0.1972873499865332,-0.21007965589269284
6.5,-0.5,-0.4999687726574419,-0.5,-0.49997126553406823,-0.5,-0.499984363343453,-0.37324869963396445,-0.3737623049151305,-0.5142405501613895,-0.5129346107195741,-0.49561847739521725,-0.49078507527654125,-0.2797467098733426,-0.6633566704669455,0.051058165178051285,0.05028686405467479,-0.1566391394580361,-0.17363663046487604
6.6000000000000005,-0.5,-0.49997371784298833,-0.5,-0.4999758921138437,-0.5,-0.4999861076441078,-0.38546115685228866,-0.3850567715673582,-0.5314662978127638,-0.5305546209189196,-0.4970680001453042,-0.4932695405451185,-0.2508038809852384,-0.5883007428071292,0.06173208895883231,0.05905101168062374,-0.11052830204929615,-0.13127956703633656
6.7,-0.5,-0.4999778678630817,-0.5,-0.49997954274985185,-0.5,-0.49998729432403843,-0.40240119516809614,-0.40105014800909183,-0.5458176517173845,-0.5449505622691839,-0.49838219371548875,-0.49531393819432606,-0.2808727559558234,-0.5198718463706119,0.06336834032798327,0.06228966558628401,-0.05583877583812186,-0.08261669593785999
6.8,-0.5,-0.49998093879956734,-0.5,-0.49998208850739556,-0.5,-0.49998808347342927,-0.419599946926173,-0.4187261217106749,-0.5585792458106772,-0.5578671314493039,-0.49960940125038733,-0.49701935779174,-0.30843099333966395,-0.463358171993999,0.05777718657928027,0.05706970200562041,0.00609148203271101,-0.026500991343771207
6.9,-0.5,-0.49998302849602333,-0.5,-0.4999837974977973,-0.5,-0.4999884877821223,-0.43332806809025926,-0.4325961581647069,-0.5709051640080607,-0.5702443107506848,-0.5007869958728162,-0.49847819186710085,-0.3339716192021107,-0.42035569612157103,0.048991972601944656,0.04882605493496589,0.07442009680550696,0.0362302272496571
7.0,-0.5,-0.49998447629336096,-0.5,-0.49998498509186956,-0.5,-0.49998859085948577,-0.44473362157607155,-0.44405445821053396,-0.5838813348567502,-0.5831697629364605,-0.5019418438637547,-0.4997704895259729,-0.3623427307580426,-0.3906153407877014,0.03691761124919646,0.0375164683340504,0.14802269481354718,0.10478642813225449
7.1000000000000005,-0.5,-0.49998548611951954,-0.5,-0.4999857547249799,-0.5,-0.49998854716414415,-0.4550203835105462,-0.4544359499021019,-0.5985295932508112,-0.5976551928654891,-0.5030939426778527,-0.5009607365284956,-0.3885760849881639,-0.3736870858010912,0.021044401476858404,0.02283165080929408,0.2256071664987268,0.17819086000176557
7.2,-0.5,-0.4999860896918503,-0.5,-0.49998612828998107,-0.5,-0.499988386286048,-0.46547324188499917,-0.4648818075736342,-0.6157648823038984,-0.6146018110043068,-0.5042602931096538,-0.5020972446327884,-0.4125472107832446,-0.3695838877224631,0.0004232015191830696,0.0040018214682148645,0.30578154606444236,0.2553104812295701
7.3,-0.5,-0.4999863484998636,-0.5,-0.49998621324179104,-0.5,-0.49998808073317813,-0.4772469322018952,-0.4765461734428871,-0.6363597336665692,-0.6347724417783724,-0.5054536233123075,-0.5032143963966177,-0.4365520815963246,-0.37729281086282357,-0.025933555231149576,-0.019950092065028256,0.38694641282659875,0.33486513782854077
7.4,-0.5,-0.49998639351025376,-0.5,-0.4999861710639899,-0.5,-0.49998770140559046,-0.4914001488487807,-0.4904681990155416,-0.6609250983907712,-0.6587727208977795,-0.5066817387973834,-0.5043357712639737,-0.46282377393185226,-0.3908885784953702,-0.05661504751169526,-0.04739909173644448,0.40514360509299263,0.40321317877446233
7.5,-0.5,-0.4999863426402499,-0.5,-0.4999860659158429,-0.5,-0.49998731812258634,-0.5088528648465697,-0.5075523123894704,-0.6898499318341611,-0.6870163018160468,-0.507947006172411,-0.505476891633965,-0.49336535057498593,-0.40829432727001685,-0.0903629109949251,-0.07893630902147991,0.38768608213014216,0.3899823559958886
7.6000000000000005,-0.5,-0.49998622547985133,-0.5,-0.4999858272069975,-0.5,-0.49998688384582046,-0.5303222933599616,-0.5285082008108034,-0.723269969904738,-0.7196474480024596,-0.5092581219660559,-0.5066477108452796,-0.5298665367317844,-0.42887827602286127,-0.12789602779271134,-0.11428812121593025,0.36912009230618453,0.370663557021968
7.7,-0.5,-0.49998599606983457,-0.5,-0.4999854960828044,-0.5,-0.4999863549049108,-0.55634495789663,-0.5538667355249344,-0.7613527555248272,-0.7568402126898444,-0.5106167514683395,-0.5078555790662937,-0.5737213530692125,-0.45273660996375936,-0.16997568809560792,-0.15355872425385025,0.3473252176392407,0.3504792476897768
7.8,-0.5,-0.4999857138680732,-0.5,-0.4999851409146862,-0.5,-0.4999859890366882,-0.5873618123487601,-0.5840636541085615,-0.8040704393755382,-0.798607946108022,-0.5120103134630799,-0.5091050188288045,-0.6261137407085575,-0.4803499047829946,-0.21738959061192548,-0.19739020819572264,0.31998573725065055,0.325859538238185
7.9,-0.5,-0.49998538358737,-0.5,-0.49998481154657476,-0.5,-0.49998579670061283,-0.6235247028966047,-0.619306321323208,-0.8511810058193293,-0.844762177924186,-0.5134315334321946,-0.5103960320086874,-0.687804317544095,-0.5123755937451403,-0.27087940038626684,-0.2464875327441909,0.28449353692879187,0.2948572439068805
8.0,-0.5,-0.4999849199966887,-0.5,-0.49998437279628105,-0.5,-0.4999855628481093,-0.6647594351828632,-0.6595358764603445,-0.8994027644991645,-0.8940359202833731,-0.5148769669250679,-0.5117269217319436,-0.7590700653479008,-0.5495000792181904,-0.3309639864622546,-0.301411743590012,0.24154047575679555,0.25556319779471187
